hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
OXR1,protein_coding,ENSG00000164830,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR146,protein_coding,ENSG00000164849,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPER1,protein_coding,ENSG00000164850,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MICALL2,protein_coding,ENSG00000164877,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC4A2,protein_coding,ENSG00000164889,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC25A32,protein_coding,ENSG00000164933,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MYORG,protein_coding,ENSG00000164976,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM65,protein_coding,ENSG00000164983,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PSIP1,protein_coding,ENSG00000164985,No enriched GO,No_kegg,AD_cluster2,core,non DEG
NIPSNAP3B,protein_coding,ENSG00000165028,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAT3,protein_coding,ENSG00000165323,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXO33,protein_coding,ENSG00000165355,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRFN5,protein_coding,ENSG00000165379,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZCCHC24,protein_coding,ENSG00000165424,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
INPPL1,protein_coding,ENSG00000165458,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HEPACAM,protein_coding,ENSG00000165478,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HPRT1,protein_coding,ENSG00000165704,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
NDRG2,protein_coding,ENSG00000165795,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGEF40,protein_coding,ENSG00000165801,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
BTNL9,protein_coding,ENSG00000165810,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VWA2,protein_coding,ENSG00000165816,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SALL2,protein_coding,ENSG00000165821,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCNC2,protein_coding,ENSG00000166006,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPT2,protein_coding,ENSG00000166123,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DEPDC4,protein_coding,ENSG00000166153,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BTRC,protein_coding,ENSG00000166167,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARIH1,protein_coding,ENSG00000166233,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C2,protein_coding,ENSG00000166278,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLEKHF1,protein_coding,ENSG00000166289,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRIM44,protein_coding,ENSG00000166326,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DCHS1,protein_coding,ENSG00000166341,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NETO1,protein_coding,ENSG00000166342,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RIC3,protein_coding,ENSG00000166405,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMX3,protein_coding,ENSG00000166479,No enriched GO,No_kegg,AD_cluster2,core,non DEG
MAPK7,protein_coding,ENSG00000166484,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZSCAN21,protein_coding,ENSG00000166529,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KIF7,protein_coding,ENSG00000166813,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TSC22D4,protein_coding,ENSG00000166925,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MBD6,protein_coding,ENSG00000166987,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNPY4,protein_coding,ENSG00000166997,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DUSP18,protein_coding,ENSG00000167065,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EEIG1,protein_coding,ENSG00000167106,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ACSF2,protein_coding,ENSG00000167107,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C15orf39,protein_coding,ENSG00000167173,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SP2,protein_coding,ENSG00000167182,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPRC5B,protein_coding,ENSG00000167191,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KATNAL2,protein_coding,ENSG00000167216,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TBC1D16,protein_coding,ENSG00000167291,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TEPSIN,protein_coding,ENSG00000167302,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PPP2R3B,protein_coding,ENSG00000167393,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GATAD2A,protein_coding,ENSG00000167491,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PROCA1,protein_coding,ENSG00000167525,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TP53I13,protein_coding,ENSG00000167543,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF701,protein_coding,ENSG00000167562,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NCKAP5L,protein_coding,ENSG00000167566,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AXL,protein_coding,ENSG00000167601,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NFKBID,protein_coding,ENSG00000167604,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LENG8,protein_coding,ENSG00000167615,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLIN4,protein_coding,ENSG00000167676,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF444,protein_coding,ENSG00000167685,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NXN,protein_coding,ENSG00000167693,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TLCD3A,protein_coding,ENSG00000167695,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPT,protein_coding,ENSG00000167701,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WDR81,protein_coding,ENSG00000167716,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRPV3,protein_coding,ENSG00000167723,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CYB5D2,protein_coding,ENSG00000167740,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM234A,protein_coding,ENSG00000167930,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ECI1,protein_coding,ENSG00000167969,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
KCTD5,protein_coding,ENSG00000167977,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SRRM2,protein_coding,ENSG00000167978,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAB3IL1,protein_coding,ENSG00000167994,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ATG16L2,protein_coding,ENSG00000168010,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ENTPD3,protein_coding,ENSG00000168032,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LTBP3,protein_coding,ENSG00000168056,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SF1,protein_coding,ENSG00000168066,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CCDC88B,protein_coding,ENSG00000168071,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NT5DC2,protein_coding,ENSG00000168268,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM107A,protein_coding,ENSG00000168309,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MFSD2A,protein_coding,ENSG00000168389,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
DTYMK,protein_coding,ENSG00000168393,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CDC40,protein_coding,ENSG00000168438,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BMP1,protein_coding,ENSG00000168487,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNNM3,protein_coding,ENSG00000168763,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FSTL5,protein_coding,ENSG00000168843,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TNIP2,protein_coding,ENSG00000168884,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM150A,protein_coding,ENSG00000168890,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VAMP5,protein_coding,ENSG00000168899,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRC28,protein_coding,ENSG00000168904,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GRM5,protein_coding,ENSG00000168959,Synapse signaling,kegg,AD_cluster2,non core,non DEG
LGALS9,protein_coding,ENSG00000168961,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZBBX,protein_coding,ENSG00000169064,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LMAN2,protein_coding,ENSG00000169223,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
THBS3,protein_coding,ENSG00000169231,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MRPL1,protein_coding,ENSG00000169288,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SCN9A,protein_coding,ENSG00000169432,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RGPD8,protein_coding,ENSG00000169629,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HEXD,protein_coding,ENSG00000169660,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SPNS1,protein_coding,ENSG00000169682,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ASPSCR1,protein_coding,ENSG00000169696,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PCDH7,protein_coding,ENSG00000169851,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRIM56,protein_coding,ENSG00000169871,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
REPS2,protein_coding,ENSG00000169891,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GUSB,protein_coding,ENSG00000169919,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
BRD3,protein_coding,ENSG00000169925,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FRMPD4,protein_coding,ENSG00000169933,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
UBE2E3,protein_coding,ENSG00000170035,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNTROB,protein_coding,ENSG00000170037,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR37L1,protein_coding,ENSG00000170075,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAXDC2,protein_coding,ENSG00000170271,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NFRKB,protein_coding,ENSG00000170322,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EMX2,protein_coding,ENSG00000170370,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF804A,protein_coding,ENSG00000170396,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EMB,protein_coding,ENSG00000170571,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
ARMC10,protein_coding,ENSG00000170632,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TRABD,protein_coding,ENSG00000170638,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POLH,protein_coding,ENSG00000170734,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GSTA4,protein_coding,ENSG00000170899,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TANC2,protein_coding,ENSG00000170921,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
TSNARE1,protein_coding,ENSG00000171045,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FEZ2,protein_coding,ENSG00000171055,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
INSR,protein_coding,ENSG00000171105,No enriched GO,kegg,AD_cluster2,non core,non DEG
NETO2,protein_coding,ENSG00000171208,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF581,protein_coding,ENSG00000171425,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RXFP1,protein_coding,ENSG00000171509,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF274,protein_coding,ENSG00000171606,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ANO5,protein_coding,ENSG00000171714,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF540,protein_coding,ENSG00000171817,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NINJ2,protein_coding,ENSG00000171840,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTEN,protein_coding,ENSG00000171862,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
LAMB2,protein_coding,ENSG00000172037,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
MOB3A,protein_coding,ENSG00000172081,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NEGR1,protein_coding,ENSG00000172260,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MACROD2,protein_coding,ENSG00000172264,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CERS6,protein_coding,ENSG00000172292,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RCAN2,protein_coding,ENSG00000172348,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GTPBP2,protein_coding,ENSG00000172432,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RASGRP1,protein_coding,ENSG00000172575,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAD9A,protein_coding,ENSG00000172613,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
EFEMP2,protein_coding,ENSG00000172638,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNG1A,protein_coding,ENSG00000172785,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RARG,protein_coding,ENSG00000172819,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SSH3,protein_coding,ENSG00000172830,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NADSYN1,protein_coding,ENSG00000172890,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NBEA,protein_coding,ENSG00000172915,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARPP21,protein_coding,ENSG00000172995,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRN3,protein_coding,ENSG00000173114,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RAPH1,protein_coding,ENSG00000173166,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
STOX2,protein_coding,ENSG00000173320,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAP3K11,protein_coding,ENSG00000173327,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DAG1,protein_coding,ENSG00000173402,Neurogenesis,No_kegg,AD_cluster2,non core,non DEG
EHBP1L1,protein_coding,ENSG00000173442,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM196,protein_coding,ENSG00000173452,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MST1,protein_coding,ENSG00000173531,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SNX33,protein_coding,ENSG00000173548,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PC,protein_coding,ENSG00000173599,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NMNAT1,protein_coding,ENSG00000173614,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC19A1,protein_coding,ENSG00000173638,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SPDYE2B,protein_coding,ENSG00000173678,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
STAT5B,protein_coding,ENSG00000173757,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
JUP,protein_coding,ENSG00000173801,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DPY19L1,protein_coding,ENSG00000173852,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
C1QTNF1,protein_coding,ENSG00000173918,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLCO4C1,protein_coding,ENSG00000173930,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CD34,protein_coding,ENSG00000174059,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LEMD3,protein_coding,ENSG00000174106,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM174A,protein_coding,ENSG00000174132,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PODN,protein_coding,ENSG00000174348,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CNTNAP2,protein_coding,ENSG00000174469,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GLMN,protein_coding,ENSG00000174842,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PTDSS2,protein_coding,ENSG00000174915,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AMZ1,protein_coding,ENSG00000174945,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CADM2,protein_coding,ENSG00000175161,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CTDSP2,protein_coding,ENSG00000175215,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ARHGAP1,protein_coding,ENSG00000175220,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PHYKPL,protein_coding,ENSG00000175309,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF519,protein_coding,ENSG00000175322,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MCTP1,protein_coding,ENSG00000175471,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
POLD4,protein_coding,ENSG00000175482,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZDHHC21,protein_coding,ENSG00000175893,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ORAI3,protein_coding,ENSG00000175938,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NUPR1,protein_coding,ENSG00000176046,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SLC35A4,protein_coding,ENSG00000176087,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CSTF3,protein_coding,ENSG00000176102,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
LRRTM4,protein_coding,ENSG00000176204,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZSCAN2,protein_coding,ENSG00000176371,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RIMS2,protein_coding,ENSG00000176406,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SYNE3,protein_coding,ENSG00000176438,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CLK2,protein_coding,ENSG00000176444,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PHLDB3,protein_coding,ENSG00000176531,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
VSIG10,protein_coding,ENSG00000176834,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PXMP2,protein_coding,ENSG00000176894,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM80,protein_coding,ENSG00000177042,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXO46,protein_coding,ENSG00000177051,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZDHHC13,protein_coding,ENSG00000177054,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
RHOG,protein_coding,ENSG00000177105,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PRDM16-DT,lncRNA,ENSG00000177133,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CASKIN2,protein_coding,ENSG00000177303,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HIC1,protein_coding,ENSG00000177374,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CAVIN1,protein_coding,ENSG00000177469,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
SAMD12,protein_coding,ENSG00000177570,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PIDD1,protein_coding,ENSG00000177595,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
IL17RA,protein_coding,ENSG00000177663,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PNPLA2,protein_coding,ENSG00000177666,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AGTRAP,protein_coding,ENSG00000177674,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM94,protein_coding,ENSG00000177728,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FLII,protein_coding,ENSG00000177731,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
TMEM187,protein_coding,ENSG00000177854,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
AP3S1,protein_coding,ENSG00000177879,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
MAMDC4,protein_coding,ENSG00000177943,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DPY19L2,protein_coding,ENSG00000177990,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
DDX10,protein_coding,ENSG00000178105,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
NDUFV2,protein_coding,ENSG00000178127,No enriched GO,kegg,AD_cluster2,non core,non DEG
PLEC,protein_coding,ENSG00000178209,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PLEKHM3,protein_coding,ENSG00000178385,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
ZNF223,protein_coding,ENSG00000178386,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
GPR35,protein_coding,ENSG00000178623,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CSRNP3,protein_coding,ENSG00000178662,No enriched GO,No_kegg,AD_cluster2,core,non DEG
TRIM73,protein_coding,ENSG00000178809,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
OPLAH,protein_coding,ENSG00000178814,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
HYI,protein_coding,ENSG00000178922,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
CYBC1,protein_coding,ENSG00000178927,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FBXO34,protein_coding,ENSG00000178974,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
FAM133A,protein_coding,ENSG00000179083,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
PER1,protein_coding,ENSG00000179094,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
WSCD1,protein_coding,ENSG00000179314,No enriched GO,No_kegg,AD_cluster2,non core,non DEG
